Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FstFlrSF,SecndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_Names,Neighborhood_NoRidge,Neighborhood_NPkVill,Neighborhood_NridgHt,Neighborhood_NWAmes,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker
406,20,5,70.39390756302521,9991,1,1,0,0,0,1,2,0,0,4,4,1976,1993,1,1,10,10,2,2,1,5,2,4,6,1116,6,0,165,1281,1,0,1,0,1620,0,0,1620,1,0,2,0,3,1,2,8,1,1,6,1993.0,3,2,490,5,5,0,120,78,0,0,0,0,0,6,2009,-1,0,150000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
407,50,5,51.0,10480,1,0,0,0,0,2,2,0,1,6,5,1936,1950,1,1,8,8,2,2,0,5,2,4,6,0,6,0,1064,1064,1,0,1,1,1166,0,473,1639,0,0,1,0,3,1,2,6,5,0,6,1936.0,3,1,240,5,5,0,0,0,0,0,0,0,0,3,2008,-1,0,115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
408,70,5,63.0,15576,1,0,0,0,0,2,2,0,3,6,7,1915,1976,1,1,15,10,2,2,0,5,2,4,6,0,6,0,840,840,1,0,1,0,840,840,0,1680,0,0,2,0,4,1,2,8,0,0,6,1960.0,3,1,308,5,5,0,0,0,160,0,0,0,0,3,2008,-1,0,177000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,60,2,85.0,10800,1,0,0,0,0,2,2,0,3,8,5,2007,2008,1,1,14,14,1,2,2,5,2,4,6,789,6,0,245,1034,1,0,1,0,1050,1028,0,2078,1,0,2,1,3,1,0,8,0,1,6,2008.0,3,3,836,5,5,0,0,102,0,0,0,0,0,4,2008,3,5,339750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
411,20,5,68.0,9571,1,0,0,0,0,2,2,0,0,5,3,1958,1958,1,1,2,-1,2,3,1,5,3,4,6,0,6,0,1276,1276,1,2,1,1,1276,0,0,1276,0,0,1,0,3,1,2,5,3,0,6,1958.0,3,1,350,5,5,0,0,0,0,0,0,0,0,6,2009,4,1,60000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,190,5,100.0,34650,1,0,1,0,0,2,2,-1,0,5,5,1955,1955,3,1,15,15,2,2,1,5,2,4,6,1056,6,0,0,1056,1,2,0,0,1056,0,0,1056,1,0,1,0,3,1,2,5,0,0,6,1955.0,3,2,572,5,5,0,264,0,0,0,0,0,0,1,2006,-1,0,145000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,20,2,70.39390756302521,4403,1,2,0,0,0,2,2,0,0,7,5,2009,2009,1,1,8,8,0,2,2,5,2,4,6,578,6,0,892,1470,1,0,1,0,1478,0,0,1478,1,0,2,1,2,1,1,7,0,1,6,2009.0,3,2,484,5,5,0,0,144,0,0,0,0,0,6,2010,3,5,222000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
415,60,5,59.0,11228,1,2,0,0,0,2,2,0,3,7,5,1993,1993,1,1,14,14,1,2,2,5,2,4,6,50,6,531,499,1080,1,0,1,0,1080,1017,0,2097,0,1,2,1,3,1,1,9,0,1,6,1993.0,3,3,678,5,5,0,196,187,0,0,0,0,0,12,2008,-1,0,228000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
416,20,5,73.0,8899,1,1,0,0,0,2,2,0,0,7,5,2007,2007,1,1,14,14,1,2,2,5,2,4,6,24,6,0,1316,1340,1,0,1,0,1340,0,0,1340,0,0,2,0,3,1,1,6,0,0,6,2007.0,3,2,396,5,5,0,100,30,0,0,0,0,0,8,2007,3,5,181134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,60,5,74.0,7844,1,0,0,0,0,2,2,0,3,6,7,1978,1978,3,1,6,6,2,2,1,5,2,4,6,209,6,0,463,672,1,2,1,0,672,728,0,1400,0,0,1,1,3,1,2,6,0,1,6,1978.0,3,2,440,5,5,0,0,0,0,0,0,0,0,3,2006,-1,0,149500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
418,70,5,86.0,22420,1,1,0,0,0,1,2,0,3,6,6,1918,1950,3,1,15,13,2,2,0,5,2,4,6,1128,6,0,242,1370,2,2,0,1,1370,1254,0,2624,1,0,2,1,4,1,2,10,0,1,6,1918.0,3,3,864,5,5,2,0,0,0,0,0,0,0,11,2007,-1,0,239000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,20,5,65.0,8450,1,0,0,0,0,2,2,0,0,5,6,1968,1968,1,1,14,14,2,2,1,5,2,4,6,775,6,0,281,1056,1,0,1,0,1056,0,0,1056,1,0,1,0,3,1,2,6,0,1,6,1968.0,3,1,304,5,5,0,0,85,184,0,0,0,0,7,2010,-1,0,142000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,90,7,78.0,7060,1,0,0,0,0,2,2,-1,6,7,5,1997,1998,1,1,14,14,2,1,2,5,1,4,6,1309,6,0,35,1344,1,0,1,0,1344,0,0,1344,2,0,2,0,2,2,2,8,0,0,6,1997.0,3,4,784,5,5,0,0,0,0,0,0,0,0,11,2008,-1,3,206300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
422,20,5,70.39390756302521,16635,1,1,0,0,0,2,2,0,0,6,7,1977,2000,1,1,5,-1,1,2,1,5,2,4,6,1246,6,0,356,1602,1,1,1,0,1602,0,0,1602,0,1,2,0,3,1,1,8,0,1,6,1977.0,3,2,529,5,5,0,240,0,0,0,0,0,0,6,2009,-1,0,215000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
423,20,5,100.0,21750,1,0,2,0,1,0,2,0,0,5,5,1954,1954,3,1,6,6,2,2,1,5,2,4,6,0,6,0,988,988,1,0,1,1,988,0,0,988,0,0,1,0,2,1,2,4,0,0,6,1954.0,3,2,520,5,5,2,0,0,0,0,0,0,0,2,2008,-1,0,113000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
425,20,5,72.0,9000,1,0,0,0,0,2,2,0,0,6,5,1956,1956,1,1,15,15,2,2,1,5,2,4,6,616,6,0,580,1196,1,1,1,1,1196,0,0,1196,1,0,1,0,2,1,2,6,0,1,6,1956.0,3,1,297,5,5,0,0,44,0,0,0,0,0,5,2008,-1,0,139000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,60,7,60.0,3378,1,0,2,0,0,2,2,0,3,7,8,1946,1992,1,1,6,6,2,1,1,5,2,4,6,0,6,0,651,651,1,1,1,0,707,682,0,1389,0,0,1,1,3,1,2,6,0,2,6,1947.0,3,1,240,5,5,1,0,0,126,0,0,0,0,9,2009,-1,0,135000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
427,80,5,70.39390756302521,12800,1,0,3,0,1,2,2,0,7,7,5,1989,1989,1,1,15,15,1,2,2,5,2,4,6,1518,6,0,0,1518,1,1,1,0,1644,0,0,1644,1,1,2,0,2,1,1,5,0,1,6,1989.0,3,2,569,5,5,0,80,0,0,0,396,0,0,8,2009,-1,0,275000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
428,20,5,77.0,8593,1,1,0,0,0,2,2,0,0,4,6,1957,1957,3,1,8,8,2,2,1,5,2,4,6,288,6,0,619,907,1,0,1,0,907,0,0,907,0,0,1,0,3,1,2,5,0,0,6,1964.0,3,1,352,5,5,0,0,0,0,0,0,0,0,7,2008,-1,0,109008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,20,5,130.0,11457,1,1,0,0,0,2,2,0,0,6,5,1988,1988,1,1,6,6,2,2,1,5,2,4,6,1005,6,0,387,1392,1,2,1,0,1412,0,0,1412,1,0,2,0,3,1,1,6,0,1,6,1988.0,3,2,576,5,5,0,0,0,169,0,0,0,0,3,2009,-1,0,175000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
431,160,7,21.0,1680,1,0,0,0,0,2,2,-1,3,6,5,1971,1971,1,1,6,6,2,2,1,5,2,4,6,387,6,0,96,483,1,2,1,0,483,504,0,987,0,0,1,1,2,1,2,4,0,0,6,1971.0,3,1,264,5,5,0,0,0,0,0,0,0,0,7,2008,4,1,85400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,50,7,60.0,5586,1,1,1,0,0,1,2,0,1,6,7,1920,1998,1,1,8,8,2,2,0,5,2,4,6,0,6,0,901,901,1,1,1,0,1088,110,0,1198,0,0,1,0,4,1,2,7,0,0,6,1971.0,3,0,0,5,5,2,0,98,0,0,0,0,0,9,2008,8,1,79900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
433,160,7,24.0,1920,1,0,0,0,0,2,2,3,3,5,5,1971,1971,1,1,6,6,2,2,1,5,2,4,6,471,6,0,294,765,1,0,1,0,765,600,0,1365,1,0,1,1,2,1,2,6,1,0,6,1971.0,3,2,440,5,5,0,240,36,0,0,0,0,0,8,2007,-1,0,122500,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,180,7,21.0,1890,1,0,0,0,0,2,2,-1,6,4,7,1972,1972,1,1,5,-1,2,1,1,5,2,4,6,495,6,0,135,630,1,1,1,0,630,0,0,630,1,0,1,0,1,1,2,3,0,0,6,1983.5,3,0,0,5,5,0,88,0,0,0,0,0,0,6,2008,-1,0,81000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,60,5,43.0,10667,1,2,0,0,0,5,2,0,3,7,6,1996,1996,1,1,14,14,1,2,2,5,2,4,6,385,6,344,70,799,1,0,1,0,827,834,0,1661,1,0,2,1,3,1,1,6,0,1,6,1996.0,3,2,550,5,5,0,158,61,0,0,0,0,0,4,2009,6,0,212000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,50,7,40.0,4400,1,0,0,0,0,2,2,0,1,6,8,1920,1950,1,1,13,13,2,2,0,5,2,4,6,0,6,0,648,648,1,2,1,1,734,384,0,1118,0,0,1,0,2,1,2,6,0,0,6,1990.0,3,2,440,5,5,0,0,0,0,0,0,0,0,10,2006,-1,0,116000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
438,45,7,50.0,6000,1,0,0,0,0,2,2,0,2,6,7,1926,2004,1,1,15,15,1,2,2,5,2,4,6,0,6,0,884,884,1,1,1,0,904,0,0,904,0,0,1,0,2,1,2,4,0,0,6,1926.0,3,1,180,5,5,0,0,0,105,0,0,0,0,1,2009,-1,0,119000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,50,5,67.0,12354,1,0,0,0,0,2,2,0,1,6,8,1920,2000,1,1,15,15,2,2,0,5,3,4,6,0,6,0,684,684,1,1,1,0,684,512,0,1196,0,0,1,0,3,1,1,7,0,0,6,2005.0,3,2,528,5,5,0,0,46,0,0,0,0,800,8,2009,7,0,110000,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,20,5,105.0,15431,1,0,0,0,0,2,2,0,0,10,5,2008,2008,3,1,14,14,0,2,2,5,2,4,6,1767,6,539,788,3094,1,0,1,0,2402,0,0,2402,1,0,2,0,2,1,0,10,0,2,6,2008.0,3,3,672,5,5,0,0,72,0,0,170,0,0,4,2009,-1,0,555000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
442,90,5,92.0,12108,1,0,0,0,0,2,2,-1,0,4,4,1955,1955,1,1,14,14,2,2,1,5,2,4,6,133,6,0,1307,1440,1,2,0,2,1440,0,0,1440,0,0,2,0,4,2,3,8,0,0,6,1969.0,3,0,0,5,5,0,0,0,0,0,0,0,0,9,2008,-1,0,118000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,50,7,52.0,6240,1,0,0,0,0,2,2,0,1,5,7,1930,1992,1,1,8,8,2,2,2,5,2,4,6,0,6,0,1078,1078,1,2,1,0,1128,445,0,1573,0,0,2,0,3,1,2,8,0,1,6,1930.0,3,2,360,5,5,1,0,0,0,0,0,0,0,6,2008,-1,0,162900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,60,5,70.0,8750,1,0,0,0,0,2,2,0,3,7,5,1994,1995,1,1,14,14,1,1,2,5,2,4,6,642,6,0,273,915,1,0,1,0,933,975,0,1908,1,0,2,1,4,1,1,8,0,1,6,1994.0,3,2,493,5,5,0,144,133,0,0,0,0,0,7,2008,-1,0,210000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,20,5,73.0,9855,1,0,0,0,0,2,2,0,0,6,5,1956,1956,3,1,15,15,2,2,1,5,2,4,6,0,6,0,1436,1436,1,3,1,0,1689,0,0,1689,0,0,1,0,3,1,2,7,0,1,6,1956.0,3,2,480,5,5,0,0,0,0,0,0,0,0,11,2009,4,0,127500,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,20,5,137.0,16492,1,1,0,0,0,6,2,0,0,6,6,1966,2002,1,1,3,10,1,2,1,5,2,4,6,247,6,713,557,1517,1,0,1,0,1888,0,0,1888,0,0,2,1,2,1,1,6,3,1,6,1966.0,3,2,578,5,5,0,0,0,0,0,0,0,0,6,2010,-1,0,190000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,60,5,70.39390756302521,11214,1,1,0,0,0,2,2,0,3,7,5,1998,1999,1,1,14,14,1,2,2,5,2,4,6,0,6,0,930,930,1,1,1,0,956,930,0,1886,0,0,2,1,4,1,1,10,0,1,6,1998.0,3,2,431,5,5,0,89,0,0,0,0,0,0,7,2006,-1,0,199900,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,50,7,50.0,6000,1,0,0,0,0,2,2,0,1,3,7,1948,2002,1,1,8,8,2,1,1,5,2,4,6,331,6,0,318,649,1,0,1,0,679,504,0,1183,0,0,1,1,2,1,2,6,0,0,6,1981.0,3,1,308,5,5,0,0,176,0,0,0,0,0,6,2007,-1,0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
451,30,7,70.0,5684,1,0,0,0,0,2,2,0,0,6,8,1930,2005,3,1,15,15,2,2,0,5,2,4,6,0,6,0,813,813,1,0,1,1,813,0,0,813,0,0,1,0,2,1,1,5,0,0,6,1932.0,3,1,270,5,5,2,0,113,0,0,0,0,0,6,2006,-1,0,110000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
452,20,5,62.0,70761,1,1,3,0,1,2,2,0,0,7,5,1975,1975,1,7,10,10,2,2,1,5,2,4,6,655,6,0,878,1533,1,2,1,0,1533,0,0,1533,1,0,2,0,2,1,1,5,0,2,6,1975.0,3,2,576,5,5,0,200,54,0,0,0,0,0,12,2006,-1,0,280000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,60,5,70.39390756302521,9303,1,1,0,0,0,2,2,0,3,6,5,1996,1997,3,1,14,14,1,2,2,5,2,4,6,742,6,0,130,872,1,0,1,0,888,868,0,1756,1,0,2,1,3,1,2,7,0,0,6,1996.0,3,2,422,5,5,0,144,122,0,0,0,0,0,7,2007,-1,0,204000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
455,90,5,63.0,9297,1,0,0,0,0,2,2,-1,0,5,5,1976,1976,1,1,10,10,2,2,1,5,2,4,6,1606,6,0,122,1728,1,2,1,0,1728,0,0,1728,2,0,2,0,4,2,2,8,0,0,6,1976.0,3,2,560,5,5,0,0,0,0,0,0,0,0,7,2006,-1,4,188000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
456,20,5,80.0,9600,1,0,0,0,0,2,2,0,0,7,6,1973,1973,3,1,6,6,2,2,1,5,2,4,6,916,6,0,326,1242,1,3,1,0,1242,0,0,1242,0,0,1,1,3,1,2,6,0,1,6,1973.0,3,2,528,5,5,0,0,0,0,0,0,0,0,9,2007,-1,0,175500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
457,70,7,34.0,4571,1,0,0,0,0,2,2,0,3,5,5,1916,1950,1,1,0,0,2,2,0,5,2,4,6,0,6,0,624,624,1,3,0,0,624,720,0,1344,0,0,1,0,4,1,2,7,0,0,6,1916.0,3,3,513,5,5,0,0,0,96,0,0,0,0,5,2008,4,1,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
458,20,5,70.39390756302521,53227,1,1,3,0,1,2,2,0,0,4,6,1954,1994,0,5,10,10,2,2,1,5,2,4,6,1116,6,0,248,1364,1,0,1,0,1663,0,0,1663,1,0,1,0,2,1,1,6,1,2,6,1954.0,3,2,529,5,5,0,224,137,0,0,0,0,0,3,2008,-1,0,256000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,50,5,70.39390756302521,7015,1,1,1,0,0,2,2,0,1,5,4,1950,1950,1,1,8,8,2,2,1,5,2,4,6,185,6,0,524,709,1,2,1,0,979,224,0,1203,1,0,1,0,3,1,1,5,0,1,6,1950.0,3,1,352,5,5,0,0,0,248,0,0,0,0,7,2009,-1,0,110000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,60,2,75.0,8004,1,1,0,0,0,4,2,0,3,8,5,2009,2009,1,1,14,14,1,2,2,5,2,4,6,544,6,0,288,832,1,0,1,0,832,1103,0,1935,1,0,2,1,3,1,2,8,0,0,6,2009.0,3,2,552,5,5,0,0,150,0,0,0,0,0,12,2009,3,5,263435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
462,70,5,60.0,7200,1,0,0,0,0,1,2,0,3,7,9,1936,2007,1,1,15,15,1,1,2,5,1,4,6,350,6,210,0,560,1,0,1,0,575,560,0,1135,1,0,1,0,3,1,1,6,0,0,6,1971.0,3,2,576,5,5,0,256,0,0,0,0,0,0,4,2009,-1,0,155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
463,20,5,60.0,8281,1,1,0,0,0,2,2,0,0,5,5,1965,1965,1,1,8,8,2,2,1,5,2,4,6,553,6,311,0,864,1,1,1,0,864,0,0,864,0,0,1,0,3,1,2,5,0,1,6,1965.0,3,1,360,5,5,0,0,0,236,0,0,0,0,12,2009,-1,0,62383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
465,20,5,60.0,8430,1,0,2,0,1,2,2,0,0,5,5,1978,1978,1,1,6,6,2,2,1,5,2,4,6,616,6,0,424,1040,1,2,1,0,1040,0,0,1040,0,0,2,0,3,1,2,5,0,0,6,1984.5,3,0,0,5,5,0,0,0,0,0,0,0,0,8,2009,-1,0,124000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,120,7,70.39390756302521,3072,1,0,0,0,0,2,2,3,0,7,5,2004,2004,3,1,14,14,1,2,2,5,2,4,6,0,6,0,1375,1375,1,0,1,0,1414,0,0,1414,0,0,2,0,2,1,1,6,0,1,6,2004.0,3,2,398,5,5,0,144,20,0,0,0,0,0,5,2006,-1,0,178740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,20,5,85.0,10628,1,0,0,0,0,2,2,0,0,7,5,1970,1970,0,5,10,10,2,1,1,5,1,4,6,778,6,0,499,1277,1,2,1,0,1277,0,0,1277,1,0,1,0,2,1,2,5,0,1,6,1970.0,3,2,526,5,5,0,0,0,0,0,176,0,0,4,2007,-1,0,167000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,70,5,79.0,9480,1,0,0,0,0,0,2,0,3,5,7,1942,1995,1,1,8,8,2,2,1,5,2,4,6,386,6,0,342,728,1,0,1,0,888,756,0,1644,0,0,1,1,3,1,1,7,0,2,6,1942.0,3,1,312,5,5,0,168,0,0,0,0,0,0,6,2007,-1,0,146500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,60,5,76.0,9291,1,1,0,0,0,7,2,0,3,6,5,1993,1993,1,1,6,6,1,2,2,5,2,4,6,426,6,0,406,832,1,0,1,0,832,878,0,1710,0,0,2,1,3,1,1,7,0,0,6,1993.0,3,2,506,5,5,0,144,70,0,0,0,0,0,6,2008,-1,0,187000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
471,120,5,70.39390756302521,6820,1,1,0,0,0,2,2,3,0,8,5,1985,1985,1,1,6,6,1,2,2,5,2,4,6,368,6,1120,0,1488,1,2,1,0,1502,0,0,1502,1,0,1,1,1,1,1,4,0,0,6,1985.0,3,2,528,5,5,0,0,54,0,0,140,0,0,6,2010,-1,0,212000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
472,60,5,92.0,11952,1,0,0,0,0,6,2,0,3,7,6,1977,1977,4,6,16,10,2,2,1,5,2,4,6,0,6,0,808,808,1,2,1,0,1161,808,0,1969,0,0,2,1,3,1,2,8,0,1,6,1977.0,3,2,534,5,5,0,0,0,0,0,276,0,0,11,2007,-1,0,190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
473,180,7,35.0,3675,1,0,0,0,0,2,2,3,7,6,5,2005,2005,1,1,14,14,2,2,2,5,2,4,6,459,6,0,88,547,1,0,1,0,1072,0,0,1072,1,0,1,0,2,1,2,5,0,0,6,2005.0,3,2,525,5,5,0,0,28,0,0,0,0,0,6,2008,-1,0,148000,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,120,5,41.0,5330,1,0,0,0,0,2,2,3,0,8,5,2000,2000,1,1,5,-1,1,2,2,5,2,4,6,1196,6,0,298,1494,1,0,1,0,1652,0,0,1652,1,0,2,0,2,1,0,6,0,0,6,2000.0,3,2,499,5,5,0,96,48,0,0,0,0,0,8,2007,-1,0,251000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
476,20,5,80.0,8480,1,0,0,0,0,2,2,0,0,5,6,1963,1963,3,1,6,6,2,2,1,5,2,4,6,630,6,0,340,970,1,2,1,0,970,0,0,970,1,0,1,0,2,1,2,5,0,0,6,1996.0,3,2,624,5,5,0,0,24,0,0,192,0,0,7,2007,-1,0,132500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
477,20,5,75.0,13125,1,0,0,0,1,2,2,0,0,6,5,1997,1998,1,1,14,14,2,2,2,5,2,4,6,994,6,0,484,1478,1,0,1,0,1493,0,0,1493,1,0,2,0,3,1,1,7,0,1,6,1997.0,3,2,508,5,5,0,140,39,0,0,0,0,0,4,2008,-1,0,208900,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,60,5,105.0,13693,1,0,0,0,0,2,2,0,3,9,5,2006,2006,3,1,14,14,0,2,2,5,2,4,6,0,6,0,2153,2153,1,0,1,0,2069,574,0,2643,0,0,2,1,3,1,0,9,0,1,6,2006.0,3,3,694,5,5,0,414,84,0,0,0,0,0,3,2007,-1,0,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
480,30,7,50.0,5925,1,0,1,0,0,2,2,0,0,4,7,1937,2000,3,1,13,13,2,2,0,5,2,4,6,168,6,0,739,907,1,2,1,0,1131,0,0,1131,0,0,1,0,2,1,2,7,0,0,6,1995.0,3,2,672,5,5,0,0,72,0,0,0,0,0,3,2007,-1,3,89471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
481,20,5,98.0,16033,1,1,0,0,0,2,2,0,0,9,5,2004,2005,3,1,14,14,1,2,2,5,2,4,6,1261,6,0,572,1833,1,0,1,0,1850,0,0,1850,1,0,2,0,3,1,1,8,0,1,6,2004.0,3,3,772,5,5,0,519,112,0,0,0,0,0,3,2006,-1,0,326000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
